index,character,episode,line,season,show,characters_spoken,words_spoken
480,Kramer,2," No, you don't have to challenge that. That's a word. That's               a ",1,Seinfeld,77,12
481,Jerry,2, I am challenging...,1,Seinfeld,20,3
482,Jerry,2, Uh-huh...,1,Seinfeld,10,1
485,Jerry,2, No good. Sorry. There it is. Get it off...,1,Seinfeld,43,9
487,Kramer,2," Nah, we need a *medical* dictionary! If a patient gets               difficult, ",1,Seinfeld,81,11
489,Jerry,2, You must have quite a time down there. ,1,Seinfeld,40,8
491,Jerry,2," Oh, I'm sorry. I'm just waiting for someone...",1,Seinfeld,47,8
493,Jerry,2," Yeah, yeah...",1,Seinfeld,14,2
495,Jerry,2," Yeah, Uncle Mac, you mentioned it...",1,Seinfeld,37,6
497,Jerry,2, That's perfect.  Could you excuse me one               second. ,1,Seinfeld,64,8
498,Jerry,2," How do you do, Jerry Seinfeld.",1,Seinfeld,31,6
499,Elaine,2," Oh, how do you do. Elaine Benes.",1,Seinfeld,33,7
500,Jerry,2," Um, do you want to do this now, or do you want to wait until               we get",1,Seinfeld,82,17
501,Elaine,2," Oh no, let's do it now.",1,Seinfeld,24,6
502,Jerry,2," Alright, the whole elevator business, let me just explain--",1,Seinfeld,60,9
503,Elaine,2, Okay...,1,Seinfeld,8,1
505,Jerry,2," No, I'm gonna take my car.",1,Seinfeld,27,6
507,Jerry,2," Anyway, you know why I didn't ask you, I mean I felt so             ",1,Seinfeld,69,13
508,Elaine,2," Well, Jerry, I never saw you flirt with anyone before.               It was ",1,Seinfeld,77,12
510,Elaine,2," Oh, bye. Good to see you.",1,Seinfeld,26,6
512,Jerry,2," Oh, I'm sorry. Elaine, this is my cousin Artie Levine.",1,Seinfeld,55,10
514,Jerry,2," Yeah, ""Le*vine*"". And I'm Jerry Cougar Mellencamp...               Anyway, I ",1,Seinfeld,78,9
515,Elaine,2," Yeah, obviously.",1,Seinfeld,17,2
516,Jerry,2," I mean, if we're gonna be friends, we gotta be able to talk               about",1,Seinfeld,80,14
517,Elaine,2, Couldn't agree more.,1,Seinfeld,21,3
518,Jerry,2, Good.,1,Seinfeld,6,1
519,Elaine,2, Good.,1,Seinfeld,6,1
520,Jerry,2, Good.,1,Seinfeld,6,1
521,Elaine,2, Great!,1,Seinfeld,7,1
522,Jerry,2," Great? Where do you get ""great""?",1,Seinfeld,33,6
523,Elaine,2, It's great to... talk about... other people...,1,Seinfeld,47,7
524,Jerry,2, ...Guys.,1,Seinfeld,9,1
525,Elaine,2, Yeah.,1,Seinfeld,6,1
526,Jerry,2," Uh-huh... Yeah... So, anybody specific?",1,Seinfeld,40,5
527,Elaine,2, No. A general guy.,1,Seinfeld,19,4
528,Jerry,2, Oh *really*... Elaine Marie Benes...,1,Seinfeld,37,5
529,Elaine,2," What? No, it's not a big deal.",1,Seinfeld,31,7
530,Jerry,2," No, that's great! That's terrific!",1,Seinfeld,35,5
531,Elaine,2," No, we just met...",1,Seinfeld,19,4
532,Jerry,2, Doesn't matter. What's the young man's name? I would like               to ,1,Seinfeld,76,11
533,Elaine,2, I don't think so...,1,Seinfeld,20,4
534,Jerry,2," Well, what does he do? Is he an artisan, a craftsman, a               labourer ",1,Seinfeld,80,13
535,Elaine,2, Wall street.,1,Seinfeld,13,2
536,Elaine,2, And he happens to be pretty good lookin',1,Seinfeld,41,8
537,Jerry,2,"  Alright, sir.",1,Seinfeld,15,2
538,Elaine,2, And... he's *hilarious*.,1,Seinfeld,25,3
539,Jerry,2, Now that's not fair! So where did you meet this guy?,1,Seinfeld,53,11
540,Elaine,2," I ""staked"" out his health club.",1,Seinfeld,32,6
541,Jerry,2," When you're on a stakeout, do you find it's better to stand               up ",1,Seinfeld,78,13
542,Jerry,2," Y'know I think that even if you've had a relationship with               someone,",1,Seinfeld,82,12
544,Jerry,3," So I move into the centre lane, now I get ahead of this",1,Seinfeld,56,13
546,Jerry,3," Is that it? Got the cue tips, got the mini-umbrella,",1,Seinfeld,53,10
547,Elaine,3,  That is the single greatest packing,1,Seinfeld,37,6
548,Jerry,3,  I am...the master packer.,1,Seinfeld,27,4
549,Elaine,3,"  Yeah, right, you're the master packer.",1,Seinfeld,40,6
550,Jerry,3," What you must understand, Elaine, [picks up the",1,Seinfeld,48,8
552,Elaine,3, 'Scuse me...master packer!,1,Seinfeld,27,3
553,Jerry,3, ...Yes.,1,Seinfeld,8,1
554,Elaine,3, Just gimme your keys.,1,Seinfeld,22,4
555,Jerry,3," Alright, sir. [tosses Elaine his keys; apartment buzzer",1,Seinfeld,56,8
556,George,3,  Yeah,1,Seinfeld,6,1
557,Elaine,3,"  OK, so, now, is there anything",1,Seinfeld,32,6
558,Jerry,3," uh, yeah, the uuhh, hot water takes a little while to",1,Seinfeld,54,11
559,Elaine,3," OK, this is quite a place.",1,Seinfeld,27,6
560,Jerry,3," There's more, the refrigerator.  Deduct a",1,Seinfeld,42,6
562,Elaine,3, I'll eat out.,1,Seinfeld,14,3
564,George,3,  Ready?,1,Seinfeld,8,1
565,Jerry,3," Yeah, one sec.",1,Seinfeld,15,3
566,George,3,"  Hey, Elaine",1,Seinfeld,13,2
567,Elaine,3, Hi.,1,Seinfeld,4,1
568,George,3, Coming to the airport with us?,1,Seinfeld,31,6
569,Elaine,3," No, I'm staying here for the weekend. I'm getting a",1,Seinfeld,52,10
570,George,3," Oh, the actress-waitress.",1,Seinfeld,26,3
571,Elaine,3," No, the waitress-actress. She just got some part in",1,Seinfeld,52,9
573,George,3, You just kick her out.,1,Seinfeld,23,5
574,Elaine,3, She's on the lease!...George you have got to find an,1,Seinfeld,53,10
575,George,3," Yeah, well...a little ruff finding something good in",1,Seinfeld,53,8
576,Jerry,3, I'm not looking.,1,Seinfeld,17,3
577,George,3," No no no, this one's different, this one's a beauty!",1,Seinfeld,53,10
578,Jerry,3," Yeah, what's it like?",1,Seinfeld,22,4
579,George,3," I haven't seen it yet, but it's a ""two-bedroom"",               it's",1,Seinfeld,68,10
580,Jerry,3, How much?,1,Seinfeld,10,2
581,George,3," Uh, twice what you pay in here, but it's a great",1,Seinfeld,49,11
582,Jerry,3, Two bedrooms? Why do I need two bedrooms? I got enough,1,Seinfeld,55,11
583,Elaine,3, You oughtta least take a look at it.,1,Seinfeld,37,8
584,Jerry,3, Really? Why?,1,Seinfeld,13,2
585,Elaine,3, 'Cause then I could move in here.,1,Seinfeld,34,7
586,Jerry,3, Ooohhhh,1,Seinfeld,8,1
587,Elaine,3, It's time you got out a here anyway.,1,Seinfeld,37,8
588,George,3," Yeah, tell'm, but quickly, I'm double parked here.",1,Seinfeld,51,8
589,Elaine,3," Listen, Jerry, this place is falling apart. You have",1,Seinfeld,53,9
590,George,3," Let's not forget the radiator, the steam has been on",1,Seinfeld,53,10
591,Elaine,3," Jerry, come on, you're doin' OK now, you should at",1,Seinfeld,51,10
592,Jerry,3," Like this? You just said, you wanted to live here.",1,Seinfeld,51,10
593,Elaine,3," Well, for me it's a step up. It's like moving from",1,Seinfeld,51,11
594,George,3," Jerry, what do ya...you wanna...you wanna see the",1,Seinfeld,50,8
595,Jerry,3," I can't think about it now. Come on, I'm going to",1,Seinfeld,50,11
597,Jerry,3," Elaine! [puts his bags down, sits down on the couch,",1,Seinfeld,53,10
598,Jerry,3,  ELAINE!,1,Seinfeld,9,1
599,Elaine,3,  JERRY! ,1,Seinfeld,9,1
600,Jerry,3," Great, I had fun, where's the TV, where's the VCR.",1,Seinfeld,51,10
601,Elaine,3, They were stolen.,1,Seinfeld,18,3
602,Jerry,3, Stolen? When?,1,Seinfeld,14,2
603,Elaine,3," A couple a hours ago, the police are coming right",1,Seinfeld,50,10
604,Jerry,3, Stolen?,1,Seinfeld,8,1
605,Elaine,3,  Someone left the door,1,Seinfeld,23,4
606,Jerry,3,  You left the door open?!,1,Seinfeld,26,5
607,Kramer,3," Uh, Jer, well ya know, I was cookin' and I, I uh, I",1,Seinfeld,52,13
608,Jerry,3," Wait, you left the lock open or the door open?",1,Seinfeld,47,10
609,Kramer,3,  The door.,1,Seinfeld,11,2
610,Jerry,3, The door? You left the door open?,1,Seinfeld,34,7
611,Kramer,3," Yeah, well, I was gonna bring the spatula right back.",1,Seinfeld,54,10
612,Jerry,3," Yeah, and?",1,Seinfeld,11,2
613,Kramer,3," Well, I got caught up... watching a soap opera...[with",1,Seinfeld,55,9
614,Jerry,3, So the door was wide open?,1,Seinfeld,27,6
615,Kramer,3, Wide open!,1,Seinfeld,11,2
616,Jerry,3,  And where were you?,1,Seinfeld,21,4
617,Elaine,3, I was at Bloomingdale's...waiting for the shower to,1,Seinfeld,52,8
618,Kramer,3," Look, Jerry, I'm sorry, I'm uh, you have insurance,",1,Seinfeld,52,9
619,Jerry,3, No.,1,Seinfeld,4,1
620,Kramer,3,  How can you not have insurance?,1,Seinfeld,33,6
621,Jerry,3," Because...I spent my money on the Clapgo D. 29, it's",1,Seinfeld,53,10
623,Kramer,3," Jerry! I'm gonna find your stuff. I'm gonna solve it,",1,Seinfeld,54,10
624,Jerry,3," Yeah, don't investigate, don't pay me back, it was an",1,Seinfeld,54,10
625,Kramer,3,  I made a mistake.,1,Seinfeld,19,4
626,Elaine,3,  These things happen,1,Seinfeld,21,3
627,Kramer,3,  I'm human,1,Seinfeld,11,2
628,Jerry,3, In your way.,1,Seinfeld,13,3
631,Elaine,3, Answering machine.,1,Seinfeld,19,2
632,Jerry,3,"  Answering machine. Oh, I hate the idea",1,Seinfeld,40,7
634,Jerry,3, It's a joke.,1,Seinfeld,13,3
636,Jerry,3, You ever find anything?,1,Seinfeld,24,4
638,Jerry,3," Well, thanks anyway.",1,Seinfeld,21,3
640,Elaine,3, ,1,Seinfeld,1,0
641,Jerry,3, The crook has the machine. The messages aren't for him.,1,Seinfeld,56,10
643,George,3,"  I walked in, your lobby",1,Seinfeld,25,5
644,Jerry,3, Again.,1,Seinfeld,7,1
645,George,3, I don't know how you put up with this.,1,Seinfeld,39,9
646,Elaine,3," Yeah, tell'm George.",1,Seinfeld,21,3
647,Jerry,3,  You would still wanna move in here?,1,Seinfeld,37,7
648,Elaine,3, Yes! You don't understand. I'm living with Ethel,1,Seinfeld,49,8
649,Jerry,3,"  Is that uh, other apartment still",1,Seinfeld,35,6
651,Jerry,3," I got ripped off for about the...18th time? And now,",1,Seinfeld,53,10
657,Elaine,3,"  Oh, well, come on...this is an",1,Seinfeld,32,6
658,George,3," I didn't know there was a fireplace. A fireplace, this",1,Seinfeld,55,10
659,Jerry,3, How do you get all that wood in here?,1,Seinfeld,38,9
660,Elaine,3, They deliver it.,1,Seinfeld,17,3
661,Jerry,3, They deliver wood?,1,Seinfeld,19,3
662,Elaine,3, Yeah.,1,Seinfeld,6,1
663,Jerry,3," Whatta ya tip a ""wood guy""?",1,Seinfeld,28,6
664,George,3, [looking intensively at the form with the apartment,1,Seinfeld,52,8
665,Elaine,3, Look! Look at...look at this! There's a garden.,1,Seinfeld,48,8
666,George,3, A garden! I can't believe there's a garden!,1,Seinfeld,44,8
667,Jerry,3, Would I have to get a gardener?,1,Seinfeld,32,7
668,Elaine,3," Yeah, you can get a gardener.",1,Seinfeld,30,6
669,Jerry,3, You tip him?,1,Seinfeld,13,3
670,Elaine,3, You can.,1,Seinfeld,9,2
671,George,3,  You don't tip a gardener!,1,Seinfeld,27,5
672,Elaine,3, You can tip a gardener.,1,Seinfeld,24,5
673,George,3, You don't need a gardener.,1,Seinfeld,27,5
674,Elaine,3," Jerry, you can barbecue back here .",1,Seinfeld,36,7
675,Jerry,3, They deliver the coal?,1,Seinfeld,23,4
676,Elaine,3," Sure, it's...probably the same guy, who delivers the",1,Seinfeld,53,8
677,Jerry,3," Oh, than I gotta tip him.",1,Seinfeld,26,6
678,Elaine,3," Oh damn, this place is incredible, look at all this",1,Seinfeld,52,10
679,Jerry,3, I don't have any plants.,1,Seinfeld,25,5
680,George,3, I have plants.,1,Seinfeld,15,3
681,Elaine,3," Jerry, look at this closet! Look at this! I'm walking",1,Seinfeld,54,10
682,Jerry,3, ...I like,1,Seinfeld,10,2
683,George,3, It's your decision.,1,Seinfeld,20,3
684,Jerry,3," [walks around with Elaine walking next to him, copying",1,Seinfeld,55,9
685,Elaine,3,  Your movin'? That means I'm,1,Seinfeld,29,5
686,George,3, Congratulations. [obviously not so thrilled by the,1,Seinfeld,51,7
688,Elaine,3, What about the couch?,1,Seinfeld,22,4
689,Jerry,3, You like the couch? I'll tell ya what I'm gonna do.,1,Seinfeld,52,11
690,Elaine,3, What?,1,Seinfeld,6,1
691,Jerry,3," You're movin' in, you're a good friend, I wanna start",1,Seinfeld,54,10
692,Elaine,3, A $150 dollars? A $150 dollars for what? For this,1,Seinfeld,50,10
693,Jerry,3, Yeah!,1,Seinfeld,6,1
694,Elaine,3, For this couch?!,1,Seinfeld,17,3
695,Jerry,3,"  OK, you tell me, what is it worth?",1,Seinfeld,36,8
696,Elaine,3," OK, uuhh...I'll tell you what...I could go as high as",1,Seinfeld,54,10
697,Jerry,3," [has a ""you-can't-be-serious-look"" on his face;               the",1,Seinfeld,66,7
698,George,3,"  Yeah, it's George.",1,Seinfeld,20,3
699,Jerry,3, Come on up. ,1,Seinfeld,13,3
700,Jerry,3," You wanna get the other end, 'cause I wanna get it in",1,Seinfeld,54,12
701,Elaine,3," $50 dollars, OK? $50 dollars, is that all right?",1,Seinfeld,49,9
702,Jerry,3, $50 dollars?,1,Seinfeld,13,2
703,Elaine,3, Uh-huh.,1,Seinfeld,8,1
704,Jerry,3, Thank you very much.,1,Seinfeld,21,4
705,Elaine,3, Thank you very much.,1,Seinfeld,21,4
706,George,3,"  Hey, what's goin' on?",1,Seinfeld,23,4
707,Elaine,3, I just bought Jerry's couch for $50 dollars.,1,Seinfeld,45,8
708,Jerry,3,  So did you bring the lease? [George takes,1,Seinfeld,43,8
709,George,3," Oh, Jerry Jerry Jerry Jerry Jerry ,",1,Seinfeld,36,7
711,Jerry,3, Why?,1,Seinfeld,5,1
712,George,3," If you're having second thoughts, if you didn't want",1,Seinfeld,53,9
713,Jerry,3, You could take it? You want it?,1,Seinfeld,32,7
714,George,3," No, I don't want it. I want it, if you don't want it.",1,Seinfeld,54,13
715,Jerry,3, So you do want it.,1,Seinfeld,19,5
716,George,3," No I, I want it if you don't want it!",1,Seinfeld,38,10
717,Jerry,3," You just said, you wanted it!",1,Seinfeld,30,6
718,George,3," No, I'm saying, if a situation arose in which you",1,Seinfeld,50,10
719,Jerry,3,  So take it.,1,Seinfeld,13,3
720,George,3, [refuses to take the lease from Jerry; Elaine looks,1,Seinfeld,52,9
721,Jerry,3, How can I take it?,1,Seinfeld,19,5
722,George,3, It's your apartment!,1,Seinfeld,21,3
723,Jerry,3," How can I want it now, if you want it?",1,Seinfeld,39,10
724,Elaine,3," Excuse me, uuhh, I don't mean to cause any trouble",1,Seinfeld,51,10
725,George,3," Yes, but I am not taking it.",1,Seinfeld,29,7
726,Jerry,3, I...am not taking it. ,1,Seinfeld,23,4
727,Elaine,3," Well, one of you better damn well take it!",1,Seinfeld,43,9
728,Jerry,3," Well, whatta you wanna do here?",1,Seinfeld,32,6
729,George,3," I, I don't know. [makes a gesture, that he doesn't",1,Seinfeld,51,10
730,Jerry,3, Do you wanna flip a coin?,1,Seinfeld,26,6
731,George,3," ...Who flips?...You'll flip, I'll call.",1,Seinfeld,40,5
732,Jerry,3," OK, fine... This is the",1,Seinfeld,24,5
733,George,3, I'm good.,1,Seinfeld,10,2
734,Elaine,3," I don't know, who to rune for, George's place has",1,Seinfeld,50,10
735,Jerry,3," All right, now you call it in the air.",1,Seinfeld,39,9
736,George,3, No catchin'.,1,Seinfeld,13,2
737,Jerry,3, No no.,1,Seinfeld,7,2
738,George,3, Flip it.  Heads! [the coin hits,1,Seinfeld,32,6
739,Jerry,3, Tails!,1,Seinfeld,7,1
740,George,3," No, it hit the table, it hit the table.",1,Seinfeld,40,9
741,Jerry,3, So what?,1,Seinfeld,9,2
742,George,3," INTERFERENCE! YOU CAN'T COUNT THAT. COME ON, ARE YOU",1,Seinfeld,53,9
743,Jerry,3, You didn't call no interference!,1,Seinfeld,33,5
744,George,3, YOU DON'T HAVE TO CALL THAT. THAT'S A RULE!!,1,Seinfeld,45,9
745,Jerry,3, I don't believe this.,1,Seinfeld,22,4
746,George,3," Oh oh oh, all right, fine, Jerry, you win. Take it,",1,Seinfeld,52,11
747,Jerry,3," I don't wanna win it like this! Elaine, what do ya",1,Seinfeld,51,11
748,Elaine,3, I'd better not...,1,Seinfeld,18,3
749,George,3, OK ...OK. I'll choose,1,Seinfeld,22,4
750,Jerry,3, Odds,1,Seinfeld,5,1
751,George,3, I want evens.,1,Seinfeld,14,3
752,Jerry,3, Good.,1,Seinfeld,6,1
753,George,3, You got odds.,1,Seinfeld,14,3
754,George,3," Right, ready.",1,Seinfeld,14,2
755,Jerry,3, For the apartment. ,1,Seinfeld,20,3
757,Jerry,3, Mine!,1,Seinfeld,6,1
759,Jerry,3, Mine! ,1,Seinfeld,7,1
761,George,3, Mine!,1,Seinfeld,6,1
763,George,3, ,1,Seinfeld,1,0
764,Jerry,3, Thanks. ,1,Seinfeld,9,1
765,George,3,  WHAT DID I PUT UP TO? WHAT DID,1,Seinfeld,32,8
766,Kramer,3,"  Jerry,               I think",1,Seinfeld,30,3
767,Jerry,3, Yeah.,1,Seinfeld,6,1
768,Kramer,3, The last couple a days he's been acting very strange;,1,Seinfeld,54,10
769,Jerry,3, Hard to imagine. ,1,Seinfeld,18,3
771,Jerry,3, Right.,1,Seinfeld,7,1
772,Kramer,3," Ya know, very casually, so that he was gonna take me",1,Seinfeld,53,11
773,Elaine,3, So what did he say?,1,Seinfeld,20,5
774,Kramer,3," ""What stuff?"".",1,Seinfeld,15,2
775,Jerry,3," Ooh, case closed! ",1,Seinfeld,19,3
776,Kramer,3," No, you don't understand, you see, he swallowed...see,",1,Seinfeld,55,8
777,Jerry,3," OK, starting ...NOW!",1,Seinfeld,21,3
778,Kramer,3, Yeah! ,1,Seinfeld,7,1
780,Jerry,3," One of the problems in life is that when you're a kid,",1,Seinfeld,55,12
786,George,3,  I love the mirror in that,1,Seinfeld,27,6
788,Jerry,3,  It's a good mirror...[both look at,1,Seinfeld,36,6
789,George,3," I don't know, I can't eat, ya, ya can't have anything",1,Seinfeld,54,11
791,Jerry,3," Oh, right, forget it, forget it, I'm not taking the",1,Seinfeld,52,10
792,George,3, What?!,1,Seinfeld,7,1
793,Jerry,3, How can I live there?,1,Seinfeld,22,5
794,George,3, Why not?!,1,Seinfeld,10,2
795,Jerry,3," Look at you, you're still thinking about it, I'll never",1,Seinfeld,56,10
796,George,3," Oh, get out a here.",1,Seinfeld,20,5
797,Jerry,3, How can I ever have you over? You'll sit there moping.,1,Seinfeld,55,11
