,character,episode,line,season,show,characters_spoken,words_spoken
340,SpongeBob,5, Get away!,1,SpongeBob SquarePants,10,2
341,Squidward,5,"  Get back here, SpongeBob, give me the pizza!",1,SpongeBob SquarePants,46,8
342,SpongeBob,5, No!,1,SpongeBob SquarePants,4,1
343,Squidward,5, SpongeBob!,1,SpongeBob SquarePants,11,1
344,SpongeBob,5, No!,1,SpongeBob SquarePants,4,1
345,Squidward,5, SpongeBob!,1,SpongeBob SquarePants,11,1
346,SpongeBob,5, No!,1,SpongeBob SquarePants,4,1
347,Squidward,5, Wait! ,1,SpongeBob SquarePants,7,1
348,SpongeBob,5, No! No! ,1,SpongeBob SquarePants,9,2
349,Squidward,5, I want that pizza and you're gonna hand it over one way or another!,1,SpongeBob SquarePants,68,14
350,SpongeBob,5," Look, we're saved!",1,SpongeBob SquarePants,19,3
351,Squidward,5," Sure, we're saved. Now give me some pizza!",1,SpongeBob SquarePants,43,8
352,SpongeBob,5," No, really Squid, we're saved! We're saved! We're saved! ",1,SpongeBob SquarePants,58,9
353,Squidward,5, Will you cut that out?!,1,SpongeBob SquarePants,24,5
354,SpongeBob,5,"  Saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved!  Saved, saved, saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved! Saved, we are saved!",1,SpongeBob SquarePants,177,26
355,Squidward,5, That's just a stupid boulder!,1,SpongeBob SquarePants,30,5
356,SpongeBob,5," It's not just a boulder.  It's a rock.  A rock! A rock! Its a big beautiful, old rock.  Oh, the pioneers used to ride these babies for miles, and it's in great shape.",1,SpongeBob SquarePants,167,33
357,Squidward,5," SpongeBob, will you forget the stupid pioneers?! Have you ever noticed that there are none of them left? That's because they were lousy hitchhikers, ate coral and took directions from algae! And now, you're telling me they thought they could drive...  ...rocks? Hold on there, Jethro!",1,SpongeBob SquarePants,285,46
358,SpongeBob,5,  I can't wait to see the look on our customers face! ,1,SpongeBob SquarePants,54,11
360,SpongeBob,5," Congratulations, sir. Your Krabby Patty pizza is here!",1,SpongeBob SquarePants,55,8
362,SpongeBob,5,  What drink?,1,SpongeBob SquarePants,13,2
364,SpongeBob,5,"  But, you didn't order any...",1,SpongeBob SquarePants,30,5
366,SpongeBob,5, But... but... ,1,SpongeBob SquarePants,15,2
368,Squidward,5, Sponge? Sponge? It's okay. Sponge?  Sponge? ,1,SpongeBob SquarePants,45,6
370,Squidward,5,"  Well, this one's on the house! ",1,SpongeBob SquarePants,33,6
371,SpongeBob,5,  Did he change his mind?,1,SpongeBob SquarePants,25,5
372,Squidward,5,  He sure did. Ate the whole thing in one bite.,1,SpongeBob SquarePants,47,10
373,SpongeBob,5,  No drink?,1,SpongeBob SquarePants,11,2
374,Squidward,5, Nah. Now take me home. ,1,SpongeBob SquarePants,24,5
375,SpongeBob,5, Are you kidding? We have just enough time to make it back to work. ,1,SpongeBob SquarePants,68,14
376,Squidward,5," Work?  Oh, my aching tentacles!",1,SpongeBob SquarePants,32,5
388,SpongeBob,6,"  Come, Barnacle Boy. There's evil afoot.",1,SpongeBob SquarePants,41,6
389,Patrick,6,"  Leaping lampreys, Mermaid Man. I'm right behind you.",1,SpongeBob SquarePants,54,8
390,SpongeBob,6," Mermaid Man and Barnacle Boy spot their arch enemy, Reflecto, up to no good.",1,SpongeBob SquarePants,77,14
391,Squidward,6, SpongeBob.,1,SpongeBob SquarePants,11,1
392,SpongeBob,6, You know what this means.,1,SpongeBob SquarePants,26,5
393,Patrick,6, Donuts.,1,SpongeBob SquarePants,8,1
395,SpongeBob,6, By the power of Neptune. ,1,SpongeBob SquarePants,26,5
397,SpongeBob,6," Creatures of the deep, assemble!  Think... harder... Barnacle Boy.  Here they come. ",1,SpongeBob SquarePants,85,12
398,SpongeBob,6," Blast, Reflecto has become too powerful.",1,SpongeBob SquarePants,41,6
399,Squidward,6,  What the? Ohh!,1,SpongeBob SquarePants,16,3
400,SpongeBob,6," If Reflecto is cut off from sunlight, he becomes weak.",1,SpongeBob SquarePants,55,10
401,Patrick,6," Jumping Jellyfish, Mermaid Man. He's destroying the shield!",1,SpongeBob SquarePants,60,8
402,SpongeBob,6," Quick, Barnacle Boy, back to the sea cave.",1,SpongeBob SquarePants,43,8
403,Patrick,6," Right, Mermaid Man.",1,SpongeBob SquarePants,20,3
404,Squidward,6,"  SpongeBob! SpongeBob, open up!",1,SpongeBob SquarePants,32,4
405,SpongeBob,6,  Reflecto has found our secret lab.,1,SpongeBob SquarePants,36,6
406,Patrick,6, What would the real Mermaid Man do?,1,SpongeBob SquarePants,36,7
407,Squidward,6, Why don't you go ask him yourself?,1,SpongeBob SquarePants,35,7
408,SpongeBob,6," Elaborate, you vile fiend.",1,SpongeBob SquarePants,27,4
409,Squidward,6, He and Barnacle Boy live in the retirement home on the other side of town.,1,SpongeBob SquarePants,75,15
410,SpongeBob,6," Hmm, they must be working undercover.",1,SpongeBob SquarePants,38,6
411,Squidward,6, Yeah... now please leave me alone.,1,SpongeBob SquarePants,35,6
413,SpongeBob,6," Excuse me, I know that Mermaid Man is working undercover on an important case, but you think we can see him?",1,SpongeBob SquarePants,109,21
416,SpongeBob,6, Patrick! Can you believe it?,1,SpongeBob SquarePants,29,5
417,Patrick,6,  Mermaid Man and Barnacle Boy in the flesh! ,1,SpongeBob SquarePants,45,8
421,SpongeBob,6, Are you Mermaid Man and Barnacle Boy?,1,SpongeBob SquarePants,38,7
423,SpongeBob,6, But you can't retire! There's evil afoot.,1,SpongeBob SquarePants,42,7
425,SpongeBob,6, All I said that there was evil afoot.,1,SpongeBob SquarePants,38,8
429,SpongeBob,6," Wow, Mermaid Man and Barnacle Boy.",1,SpongeBob SquarePants,35,6
430,Patrick,6, It's too bad they're old.,1,SpongeBob SquarePants,26,5
431,SpongeBob,6," What do you mean, Patrick? Old people are the greatest. They're full of wisdom and experience.  The world needs Mermaid Man and Barnacle Boy. Someone, somewhere, is in trouble, and I won't rest until Mermaid Man and Barnacle Boy are out of retirement. ",1,SpongeBob SquarePants,253,43
432,Patrick,6, Ooh! Pretty lights!,1,SpongeBob SquarePants,20,3
437,SpongeBob,6," Hey, Mermaid Man.",1,SpongeBob SquarePants,18,3
440,SpongeBob,6, Hold on. Just let me look at ya.,1,SpongeBob SquarePants,33,8
443,SpongeBob,6, Do you remember the time the food supply in Atlantis was running low? So you invented a ray gun that makes things grow six times their size to shoot at the kelp gardens. But then the evil Man Ray swoops down and swipes the gun away and shoots all the algae.  And he globs onto the undersea dome.  And he starts sucking on the glass.,1,SpongeBob SquarePants,333,65
445,SpongeBob,6," You guys are the greatest heroes of all time, and I think you should come out of retirement.",1,SpongeBob SquarePants,93,18
449,Patrick,6, Did you re-unite our heroes?,1,SpongeBob SquarePants,29,5
450,SpongeBob,6," No, but I'm married. ",1,SpongeBob SquarePants,22,4
452,SpongeBob,6,"  Oh, my. This purse is so big and heavy.",1,SpongeBob SquarePants,41,9
453,Patrick,6,"  Hold it right there, ma'am. I'll be taking that. ",1,SpongeBob SquarePants,51,9
454,SpongeBob,6,  Hay-lp! Hay-lp! Hay-lp!,1,SpongeBob SquarePants,25,3
455,Patrick,6, It's working.,1,SpongeBob SquarePants,14,2
456,SpongeBob,6,"  Why, are you here to rescue little ol' me?",1,SpongeBob SquarePants,44,9
458,SpongeBob,6,"  Ever alert, Mermaid Man has trained himself to sleep with his eyes open.",1,SpongeBob SquarePants,74,13
465,SpongeBob,6," Excuse me, Mermaid Man.",1,SpongeBob SquarePants,24,4
468,SpongeBob,6, This'll cheer you up. We're almost done painting your invisible boatmobile. ,1,SpongeBob SquarePants,77,11
476,Patrick,6, Hehehehehe.,1,SpongeBob SquarePants,12,1
480,Patrick,6, It's the Raging Whirlpool. ,1,SpongeBob SquarePants,28,4
487,SpongeBob,6," Pinch me, I must be dreaming.  Mission accomplished, Patrick.",1,SpongeBob SquarePants,62,9
488,Patrick,6," Yeah, we did it. ",1,SpongeBob SquarePants,18,4
497,SpongeBob,6, Wow. That was even better than the old show.,1,SpongeBob SquarePants,45,9
498,Patrick,6, All thanks to you. .,1,SpongeBob SquarePants,21,5
515,SpongeBob,7," Yahoo! Hall monitor SpongeBob reporting for duty, ma'am! I am ready to assume my position... in the hall! I will protect all that are weak... in the hall! All rules will be enforced... in the hall!",1,SpongeBob SquarePants,198,36
517,SpongeBob,7," I can't accept that yet, ma'am. First I have to make my speech.",1,SpongeBob SquarePants,64,13
519,SpongeBob,7," Classmates! Who am I to deserve such a great honor? Why, I would be nothing without Mrs. Puff.",1,SpongeBob SquarePants,95,18
521,SpongeBob,7," And to my public, all I can say is I'm touched. And furthermore, I will carry out my duties...  ...crime and punishment, punishment and crime in the hall!  Which reminds me of an extremely long speech written by the greatest hall monitor of all time.  ""Friends, students, juvenile delinquents, lend me your ears.""  In conclusion, and without a moment to spare, I will put on this uniform  and assume my duties as...  ...hall monitor! Wish me luck, Mrs. Puff!  Oh, and I will be re... ",1,SpongeBob SquarePants,485,85
523,SpongeBob,7," I overdid the speech again, didn't I?",1,SpongeBob SquarePants,38,7
525,SpongeBob,7," Aww, tartar sauce. I guess I won't be needing this.  I hardly knew ya. ",1,SpongeBob SquarePants,72,14
527,SpongeBob,7," Yes, Mrs. Puff?",1,SpongeBob SquarePants,16,3
529,SpongeBob,7," A-hoo!  Thanks, Mrs. Puff!",1,SpongeBob SquarePants,27,4
531,SpongeBob,7," Broken traffic light! Who's to say my monitor duties should end just because the bell rang? I can be helpful anywhere! This looks like a job for the hall monitor!  What would this town do without you, SpongeBob?",1,SpongeBob SquarePants,212,38
533,SpongeBob,7," On patrol. I'm on patrol.  Uh-oh, an open window. ",1,SpongeBob SquarePants,51,9
535,SpongeBob,7, The fools. They've left themselves susceptible to danger. I must show them the error of their ways through example.  I'm the open window maniac!  I hope you learned a valuable lesson!  On patrol. I'm on patrol. I'm on patrol...  Vandals! Another crime.  hmm...strawberry! I must act!  Patrick...  Patrick... Patrick...,1,SpongeBob SquarePants,319,49
536,Patrick,7, My ice cream! It's alive! ,1,SpongeBob SquarePants,27,5
537,SpongeBob,7, Patrick! Down here!,1,SpongeBob SquarePants,20,3
538,Patrick,7," Oh, SpongeBob, it's you. ",1,SpongeBob SquarePants,26,4
539,SpongeBob,7, Patrick. Come down here. ,1,SpongeBob SquarePants,26,4
540,Patrick,7, SpongeBob? SpongeBob?,1,SpongeBob SquarePants,22,2
541,SpongeBob,7, I'm down here.,1,SpongeBob SquarePants,15,3
542,Patrick,7," Hehe, you look funny! Hi, SpongeBob.",1,SpongeBob SquarePants,37,6
543,SpongeBob,7, That's hall monitor to you!,1,SpongeBob SquarePants,28,5
544,Patrick,7," Sorry, officer.",1,SpongeBob SquarePants,16,2
545,SpongeBob,7," Sorry's not good enough, Patrick. You've committed a crime, and I'm taking you in.",1,SpongeBob SquarePants,83,14
546,Patrick,7, What crime?  I'm a bad person! ,1,SpongeBob SquarePants,32,6
548,SpongeBob,7,"  Maniac. Bikini Bottom? Car wreck? Break-in? Who better to bring this maniac to justice than me, the hall monitor! But I can't handle this case alone. Patrick, are you ready to give up your life of crime?",1,SpongeBob SquarePants,205,37
549,Patrick,7,  I wanna be good!,1,SpongeBob SquarePants,18,4
550,SpongeBob,7," Hmmm... now you just need a symbol of authority.  Perfect! It is our duty to catch this maniac and bring him to justice! But how to proceed? Listen, deputy, you're an ex-criminal. What would you do?",1,SpongeBob SquarePants,199,36
551,Patrick,7, Hmmm... I'd get an ice cream! ,1,SpongeBob SquarePants,31,6
552,SpongeBob,7," Okay, now what?",1,SpongeBob SquarePants,16,3
553,Patrick,7, Hmmm... ,1,SpongeBob SquarePants,9,1
554,SpongeBob,7," This isn't working. We've got to do something else. Something with walkie-talkies!  And now, duty calls! Alright deputy, I'll go that way, you go some different way! Run em out! ",1,SpongeBob SquarePants,179,30
556,Patrick,7," Hello, brothers. ",1,SpongeBob SquarePants,18,2
559,Patrick,7,  It's the maniac! Take him away! Take him away!,1,SpongeBob SquarePants,48,9
561,Patrick,7," Yeah, uh huh.",1,SpongeBob SquarePants,14,3
563,Patrick,7,  Horrible!,1,SpongeBob SquarePants,11,1
565,Patrick,7, ,1,SpongeBob SquarePants,1,0
568,Patrick,7,"  SpongeBob? Come in, SpongeBob. Answer.",1,SpongeBob SquarePants,40,5
569,SpongeBob,7," SpongeBob here, Patrick. Report.",1,SpongeBob SquarePants,33,4
570,Patrick,7,  I don't wanna be a policeman anymore! I'm scared!,1,SpongeBob SquarePants,51,9
571,SpongeBob,7," Get a hold of yourself, deputy.",1,SpongeBob SquarePants,32,6
572,Patrick,7, ' I wanna go home!,1,SpongeBob SquarePants,19,5
573,SpongeBob,7," Poor rookie. Alright, I'm on my way back.",1,SpongeBob SquarePants,42,8
574,Patrick,7," Hurry SpongeBob, I think it's getting...  ...dark.",1,SpongeBob SquarePants,51,7
575,SpongeBob,7, Just put on your siren and I'll be right there.,1,SpongeBob SquarePants,48,10
576,Patrick,7, Wee-woo. Wee-woo. Wee-woo. Wee-woo.  Wee-woo! Wee-woo! Wee-woo! SpongeBob! I see him!,1,SpongeBob SquarePants,86,11
577,SpongeBob,7,"  Where is he, Patrick?",1,SpongeBob SquarePants,23,4
578,Patrick,7,  At the intersection of Conch and Coral. ,1,SpongeBob SquarePants,42,7
579,SpongeBob,7," That's where I am. He's right on top of me, but I can't see him! What's he doing?",1,SpongeBob SquarePants,82,18
580,Patrick,7," Uhh, he's just standing there... menacingly!  Get out of there, SpongeBob!  That's his maniac shriek. He's going to attack!  He's acting all crazy! Run! Hide behind that building!  No, he's behind that building! Oh, quick, hide behind that street sign!  No wait! The maniac just went behind that sign! Quick! Get under the street light!  No wait, he's there, too! Run for your life! ",1,SpongeBob SquarePants,384,64
581,SpongeBob,7,"  Say again, deputy?",1,SpongeBob SquarePants,20,3
582,Patrick,7, The maniac's in the mailbox! ,1,SpongeBob SquarePants,30,5
583,SpongeBob,7,"  Huh, this guy's not half-bad-looking for a maniac. Wait a minute, Patrick, I'm the maniac! ",1,SpongeBob SquarePants,93,15
587,SpongeBob,7,"  Yes, Mrs. Puff?",1,SpongeBob SquarePants,17,3
595,SpongeBob,8," Hey, Sandy. Hey, Sandy. Hey, Sandy!  Wow! ",1,SpongeBob SquarePants,43,7
596,Sandy,8," Howdy, SpongeBob, how do you like it?",1,SpongeBob SquarePants,38,7
597,SpongeBob,8, What is it?,1,SpongeBob SquarePants,12,3
598,Sandy,8," It's a rocket ship, duh! I'll meet you downstairs and show you around.",1,SpongeBob SquarePants,71,13
599,SpongeBob,8,"  Wow, what are you gonna do with it?",1,SpongeBob SquarePants,37,8
600,Sandy,8,"  I'm going to the moon, SpongeBob!",1,SpongeBob SquarePants,35,6
601,SpongeBob,8, The moon! Can I go?,1,SpongeBob SquarePants,20,5
602,Sandy,8," No way, SpongeBob. Especially after your little mishap with my whirlybird.  Besides, there's not enough room for you.",1,SpongeBob SquarePants,118,18
603,SpongeBob,8," But I don't take up that much space!  See?  I can fit in here.  Mmm, cozy.",1,SpongeBob SquarePants,75,16
604,Sandy,8, I need that drawer.,1,SpongeBob SquarePants,20,4
605,SpongeBob,8," Well, how about...  This?  Or this?  Or this?",1,SpongeBob SquarePants,46,8
606,Sandy,8," SpongeBob, this isn't for fun.  See this? This is science. I don't have time for games and I don't have time for stowaways. ",1,SpongeBob SquarePants,125,23
607,SpongeBob,8," Fine.  Put me in the brig, I don't mind!",1,SpongeBob SquarePants,41,9
608,Sandy,8," That's the air vent, SpongeBob.  I need that, too.",1,SpongeBob SquarePants,51,9
609,SpongeBob,8," Oh, please, can I go? Can I? Can I? Huh? Please?",1,SpongeBob SquarePants,49,11
610,Sandy,8, All right. Y'all can ride in the cargo hold if you just...,1,SpongeBob SquarePants,59,12
611,SpongeBob,8,  Yeah! Goin' to the moon! Moon ride! Moon ride! Moon ride!,1,SpongeBob SquarePants,59,11
612,Sandy,8,"  But this time, just don't touch anything, okay? ",1,SpongeBob SquarePants,50,8
613,SpongeBob,8," Wow, look at that pop gun. Are we gonna go hunting aliens on the moon?",1,SpongeBob SquarePants,71,15
614,Sandy,8," Aww, hush, silly.  This is for harvesting moon rocks.",1,SpongeBob SquarePants,54,9
615,SpongeBob,8," Well, when you're done playing with rocks, you could use that for some serious alien hunting.",1,SpongeBob SquarePants,94,16
616,Sandy,8," Aliens? Are you nuts? I've been to the moon, there are no aliens.",1,SpongeBob SquarePants,66,13
617,SpongeBob,8," Sandy, Sandy, Sandy. How could you be so naive? There's evidence all around us. How do you explain Atlantis, cow licks, 99¢ stores?  And how about those mysterious circles that pop up in kelp fields over night?  Ah! There's one now!",1,SpongeBob SquarePants,234,41
618,Sandy,8," SpongeBob, you don't know the first thing about outer space. Now go home and get some shut eye. Be here tomorrow at the crack of dawn and leave those crazy alien notions behind.",1,SpongeBob SquarePants,178,33
619,SpongeBob,8,"  Oh, hurry up!  These oughta do the trick.",1,SpongeBob SquarePants,43,8
620,Patrick,8,"  Hiya, SpongeBob! ",1,SpongeBob SquarePants,19,2
621,SpongeBob,8," What is it, Patrick? Can't you see I'm sleeping here?",1,SpongeBob SquarePants,54,10
622,Patrick,8," Well, I know you're going on that moon trip tomorrow, so I just wanted to bring you something.",1,SpongeBob SquarePants,95,18
623,SpongeBob,8, A present?,1,SpongeBob SquarePants,11,2
624,Patrick,8," No. Uhh, SpongeBob, is Sandy's rocket alien proof?",1,SpongeBob SquarePants,51,8
625,SpongeBob,8," There are no aliens, Patrick. Just ask Sandy.",1,SpongeBob SquarePants,46,8
626,Patrick,8,"  Well, I guess you won't be needing this alien repellent for your trip!",1,SpongeBob SquarePants,72,13
627,SpongeBob,8," Alien repellent? Let me see that.  New Alien-Out Window Protectant. Does not stop burglars. Well, I guess you're right, Patrick. We'd better go spray those windows! ",1,SpongeBob SquarePants,166,26
628,Patrick,8," Look how big it is, SpongeBob!",1,SpongeBob SquarePants,31,6
629,SpongeBob,8," It's pretty impressive, all right.",1,SpongeBob SquarePants,35,5
630,Patrick,8, Come on! ,1,SpongeBob SquarePants,10,2
631,SpongeBob,8," We're just here to spray the windows, Patrick!",1,SpongeBob SquarePants,47,8
632,Patrick,8, Wow. How do you think we get inside? ,1,SpongeBob SquarePants,38,8
