,character,episode,line,season
253,Mr. Krabs,5," Ahoy, there, Krusty Krab. How could I help you? [customer explains order over phone] Pizza? [eyes turn into dollar signs] Um... Of course we have pizza.
",1
254,Squidward,5," Uhh, Mr. Krabs...
",1
255,Mr. Krabs,5," Our delivery Squid will bring it right over. [hangs up]
",1
256,Squidward,5," Mr. Krabs, we don't serve pizza. [Mr. Krabs gets a plate of Krabby patties and turns it into pizza. Then he puts it in a box] We don't deliver.
",1
257,Mr. Krabs,5," We don't deliver, [gives Squidward the pizza] but you do.
",1
258,Squidward,5," Can't you just get SpongeBob to do it?
",1
259,Mr. Krabs,5," Great idea! Take him with you. [SpongeBob sneaks over smiling big]
",1
260,Squidward,5," That's not what I had in mind!
",1
261,SpongeBob,5," Front end... check. Antenna... [touches the boat antenna making it vibrate] check. Bumper... check. Bumper sticker... [bumper sticker says ""I Brake For Sea Urchins""] ...check. [uncaps the tire pressure and puts his mouth in it, causing him to inflate like a balloon, and talk in a squeaky, high pitched voice while he is now the size of a giant parade balloon] Tire pressure! [blows out the rest of the pressure in Squidward's face, returning him to his normal size and voice] ...check. Vehicle inspection complete! We're really making history here Squidward. That lucky customer is going to get the first Krabby Patty Pizza ever.
",1
262,Squidward,5," Good, then you drive.
",1
263,SpongeBob,5," I can't. I'm still in Boating School.
",1
264,Squidward,5," Come on, SpongeBob. It's just around the corner.
",1
265,SpongeBob,5," Well, yeah, but...
",1
266,Squidward,5," Just do what you do in school.
",1
267,SpongeBob,5," Well, okay. Wait, don't tell me.
",1
268,Squidward,5," Back it up.
",1
269,SpongeBob,5," What?
",1
270,Squidward,5," Back... it up.
",1
271,SpongeBob,5," Right, back... it up. [tries to move the stick shift down]
",1
272,Squidward,5," Back it up!
",1
273,SpongeBob,5," Okay, okay.
",1
274,Squidward,5," Shift into reverse, SpongeBob!
",1
275,SpongeBob,5," Reverse? Oh, yeah, reverse. [SpongeBob imagines the words ""FORWARD"" and ""BACKWARD"" turning into Korean characters, 앞으로가 (FORWARD) and 뒤로가 (BACKWARD)]
",1
276,Squidward,5," Back it up!
",1
277,SpongeBob,5," [shifts gears] Backing up! Backing up! [boat backs up really fast]
",1
278,Squidward,5," [tries to get the wheel] No! SpongeBob! You did it wrong! Gimme the wheel, SpongeBob. Give me the wheel! Give me it!
",1
279,SpongeBob,5," Backing up! Backing up! Ba-a-a-a-a-a-a-a-a-a-a-a-ack-i-i-i-i-i-ng up! [they go over a bumpy area with rocks and then they spin around and around and around, screaming. The next morning, the boat goes over five hills] Backing up. Backing up. Backing up. Backing up. [boat stops with no fuel left]
",1
280,Squidward,5," Well... you backed up. And you know what? I think were out of gas. And you know what else? [echoing] We're in the middle of nowhere!
",1
281,SpongeBob,5," And you know what else else? I think the pizza's getting cold.
",1
282,Squidward,5," And the pizza's cold? Oh, the pizza's cold. Not the pizza! Oh, how could it get any worse? [kicks boat and the boat's gasoline becomes full again and it quickly runs back to the Krusty Krab]
",1
283,SpongeBob,5," Well, we can still deliver it on foot. [Squidward narrows his eyes. Later, both walk on the sand]
",1
284,Squidward,5," Ow, ow ow.
",1
285,SpongeBob,5," [singing] The Krusty Krab pizza is the pizza for you and me. The Krusty Krab pizza is the pizza...
",1
286,Squidward,5," ...And my feet are killing me. Whoa. [trips over SpongeBob, who is lying on the ground] SpongeBob? What are you doing?
",1
287,SpongeBob,5," [rubbing ground] Its an old pioneer trick. I saw it in a movie once.
",1
288,Squidward,5," SpongeBob, this is no time for...
",1
289,SpongeBob,5," Shh, shh, shh. It's working.
",1
290,Squidward,5," What is it?
",1
291,SpongeBob,5," [pointing to the road] Truck! 16 wheels. Now I can show you how the pioneers hitchhiked. [starts dancing in the road while wearing a hat] Whee... eee... [Squidward sits on a rock while playing with a wooden spoon]
",1
292,Truck Driver,5," Crashin' frashin' break dancers! [honks his truck]
",1
293,Squidward,5," He's stopping! He's stopping! [Squidward realizes he's not stopping and grabs SpongeBob out of the way where they are covered in sand thanks to the truck. Squidward narrows his eyes at the smiling SpongeBob]
",1
294,SpongeBob,5," [SpongeBob and Squidward are now in a place with heavy winds] The Krusty Krab pizza is the pizza for you and me. The Krusty Krab pizza [Squidward's nose touches his face so he puts it down, only for it to touch his face again so he puts it in his mouth] is the pizza free delivery. The Krusty Krab pizza is the pizza very ta-asty. [SpongeBob gets carried around in the air by the huge winds]
",1
295,Squidward,5," Will you let go of that stupid pizza, already?!
",1
296,SpongeBob,5," [still being carried around in the air] I can't, it's for the customer!
",1
297,Squidward,5," Well, who cares about the customer?!
",1
298,SpongeBob,5," I do!
",1
299,Squidward,5," Well, I don't!
",1
300,SpongeBob,5," [wind stops and SpongeBob gasps] Squidward! [starts flying again]
",1
301,Squidward,5," Let go of that pizza!
",1
302,SpongeBob,5," No! [runs over Squidward]
",1
303,Squidward,5," Ow. [holding SpongeBob's legs] SpongeBob, let go of that pizza!
",1
304,SpongeBob,5," No! It's for the customer!
",1
305,Squidward,5," SpongeBob! Let go of the pizza! [lifts up into the tornado]
",1
306,SpongeBob,5," No!
",1
307,Squidward,5," SpongeBob! [looks down] Hang onto the pizza! [tornado spits them both out. SpongeBob uses the pizza as a parachute but Squidward falls hard onto the ground] Hey! Hey! [crawls up to the screen] Where's the road? Where's the road? [a tumbleweed rolls by] We're doomed! How are we gonna get home, which way do we go? [SpongeBob lands] What are we gonna do now! There's no road here!
",1
308,SpongeBob,5," I think town's this way. [points]
",1
309,Squidward,5," Oh, don't tell me, Jethro. The pioneers?
",1
310,SpongeBob,5," That's right. [points to a mossy rock] Moss always points to civilization.
",1
311,Squidward,5," That way? That way there? [SpongeBob nods] So, let me get this straight... you think that we should go that way?
",1
312,SpongeBob,5," [nods again] Yep.
",1
313,Squidward,5," Well, then I'm going this way. [heads the other way]
",1
314,SpongeBob,5," Huh? Squid, wait! I don't think...
",1
315,Squidward,5," Trust me, I know where I'm going. [Pans out to show another city in the other direction]
",1
316,SpongeBob,5," [sings] The Krusty Krab pizza absolutivally. [later] pizza... [starts beatboxing] pizza... [later, SpongeBob is walking backwards. SpongeBob's pants almost split into two and move up and down simultaneously while he continues to beatbox. Still later] Krusty Krab pizza is the pizza, yeah, for you and [falsetto] me! [later] Krab Pizza... for you. Krus... the Krusshy and the... Krab and the... pizza inside. [Later, they are both lying face down in the sand]
",1
317,Squidward,5," Sponge, we gotta eat something.
",1
318,SpongeBob,5," I heard in times of hardship, the pioneers would eat coral. [Squidward eats some coral] No, maybe it wasn't coral. [Squidward spits out the coral] Maybe it was sand, no, no, mud.
",1
319,Squidward,5," Give me the pizza!
",1
320,SpongeBob,5," Wait, I remember now. It was coral!
",1
321,Squidward,5," Give it to me!
",1
322,SpongeBob,5," No, we promised it's for the customer.
",1
323,Squidward,5," [fancy music plays] You're right. It's for the customer.
",1
324,SpongeBob,5," Yeah!
",1
325,Squidward,5," Maybe we better check on it, make sure it's okay.
",1
326,SpongeBob,5," Well?
",1
327,Squidward,5," Just a peek. [opens box]
",1
328,SpongeBob,5," [he shuts it quickly] Okay, it's fine.
",1
329,Squidward,5," No, I think I saw something. [opens box] Oh, no. I was wrong. It looks okay. Sure is a fine looking pizza.
",1
330,SpongeBob,5," Yeah.
",1
331,Squidward,5," What's that? Is that the cheese?
",1
332,SpongeBob,5," Yeah!
",1
333,Squidward,5," And the pepperoni?
",1
334,SpongeBob,5," Yeah!
",1
335,Squidward,5," [SpongeBob slurps] Oh, looks good, huh?
",1
336,SpongeBob,5," Wait a second, I know what you're trying to do, Squidward. [closes box] I'm not letting you eat the pizza!
",1
337,Squidward,5," Give me the pizza!
",1
338,SpongeBob,5," No!
",1
339,Squidward,5," Don't make me take it away from you, SpongeBob!
",1
340,SpongeBob,5," Get away!
",1
341,Squidward,5," [chases SpongeBob] Get back here, SpongeBob, give me the pizza!
",1
342,SpongeBob,5," No!
",1
343,Squidward,5," SpongeBob!
",1
344,SpongeBob,5," No!
",1
345,Squidward,5," SpongeBob!
",1
346,SpongeBob,5," No!
",1
347,Squidward,5," Wait! [he becomes too tired to run]
",1
348,SpongeBob,5," No! No! [runs into Squidward]
",1
349,Squidward,5," I want that pizza and you're gonna hand it over one way or another!
",1
350,SpongeBob,5," Look, we're saved!
",1
351,Squidward,5," Sure, we're saved. Now give me some pizza!
",1
352,SpongeBob,5," No, really Squid, we're saved! We're saved! We're saved! [he jumps in and out of his pants]
",1
353,Squidward,5," Will you cut that out?!
",1
354,SpongeBob,5," [to a conga beat] Saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved! [rips himself apart then the two parts go in circles and then they connect again. SpongeBob starts doing a conga dance] Saved, saved, saved, saved, saved, saved! Saved, saved, saved, saved, saved, saved! Saved, we are saved!
",1
355,Squidward,5," That's just a stupid boulder!
",1
356,SpongeBob,5," It's not just a boulder. [sniff] It's a rock. [cries] A rock! A rock! Its a big beautiful, old rock. [climbs up it and rubs it] Oh, the pioneers used to ride these babies for miles, and it's in great shape.
",1
357,Squidward,5," SpongeBob, will you forget the stupid pioneers?! Have you ever noticed that there are none of them left? That's because they were lousy hitchhikers, ate coral and took directions from algae! And now, you're telling me they thought they could drive... [SpongeBob runs over Squidward with the boulder] ...rocks? Hold on there, Jethro!
",1
358,SpongeBob,5," [they stop outside the customer's house] I can't wait to see the look on our customers face! [rings doorbell]
",1
359,Tom,5," Yeah?
",1
360,SpongeBob,5," Congratulations, sir. Your Krabby Patty pizza is here!
",1
361,Tom,5," Wow, thanks! I've been dying for one of these. It... [brief pause] Where's my drink?
",1
362,SpongeBob,5," [confused] What drink?
",1
363,Tom,5," [in an angry tone] My drink!? My diet Dr. Kelp. Don't tell me you forgot my drink!
",1
364,SpongeBob,5," [checks through the order] But, you didn't order any...
",1
365,Tom,5," [yelling] How am I supposed to eat this pizza without my drink?!
",1
366,SpongeBob,5," But... but... [tears start rolling down his face]
",1
367,Tom,5," Didn't you ever once think of the customer?! [throws the pizza at SpongeBob's face] You call yourself a delivery boy?! Well I ain't buying! [slams door. SpongeBob goes over to Squidward, smiling and trying not to cry]
",1
368,Squidward,5," Sponge? Sponge? It's okay. Sponge? [SpongeBob drops the pizza, falls over, starts sobbing, and absorbs his tears over and over] Sponge? [Squidward gets angry, grabs the pizza, stomps towards the Customer's house and pounds on the door]
",1
369,Tom,5," [answers the door, still angry] Another one? Look, I told your little friend I ain't paying for that!
",1
370,Squidward,5," [Tom's point of view] Well, this one's on the house! [slams the pizza in Tom's face, knocking him out]
",1
371,SpongeBob,5," [still crying] Did he change his mind?
",1
372,Squidward,5," [smugly] He sure did. Ate the whole thing in one bite.
",1
373,SpongeBob,5," [stops crying] No drink?
",1
374,Squidward,5," Nah. Now take me home. [jumps up on the rock]
",1
375,SpongeBob,5," Are you kidding? We have just enough time to make it back to work. [backs up the rock where they are instantly at the Krusty Krab]
",1
376,Squidward,5," Work? [screen cuts to black] Oh, my aching tentacles!",1
377,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",6," Sponge Out of Water


SpongeBob SquarePants 3


",1
378,"
The SpongeBob Movie",6," Sponge Out of Water
",1
379,"
Specials


Plankton's Special Sinister Commentary


Square Roots",6," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",1
380,"
Square Roots",6," The Story of SpongeBob SquarePants
",1
381,"
SpongeBob SquarePants 4-D",6," Ride
",1
382,"
SpongeBob SquarePants 4-D",6," The Great Jelly Rescue!
",1
383,Mermaid Man,6," By the power of Neptune!
",1
384,TV Announcer,6," Mermaid Man, with his young associate Barnacle Boy, fights for all creatures who live in the sea, against the forces of evil.
",1
385,Villain,6," [holds a baby's lollipop and he spots the whirlpool] Oh, no! The Raging Whirlpool. [the whirlpool catches him and the lollipop falls on the baby's tongue]
",1
386,TV Announcer,6," Mermaid Man! Champion of the deep.
",1
387,SpongeBob and Patrick,6," Yay! Champion of the deep! Woo!
",1
388,SpongeBob,6," [dressed up as Mermaid Man] Come, Barnacle Boy. There's evil afoot.
",1
